,IMDB Rating,Metascore,Votes,Duration,Gross
515,8.5,64.0,,110,19500000.0
516,8.5,88.0,,88,422780000.0
517,7.6,58.0,407136.0,128,100010000.0
518,7.3,82.0,399629.0,138,112230000.0
519,8.2,91.0,,138,64620000.00000001
520,7.7,47.0,245653.0,129,56120000.0
521,8.2,73.0,,178,42440000.0
522,7.1,61.0,135492.0,94,58410000.0
523,6.8,72.0,190198.0,105,126530000.0
524,7.0,62.0,118662.0,127,101630000.0
525,7.0,42.0,204367.0,116,71570000.0
526,7.6,70.0,131761.0,111,92000000.0
527,7.7,84.0,125133.0,136,43180000.0
528,7.1,81.0,165418.0,117,52700000.0
529,8.3,96.0,,81,191800000.0
530,8.3,71.0,,126,138430000.0
531,6.7,39.0,17316.0,112,5630000.0
532,7.7,64.0,322207.0,106,12340000.0
533,7.2,63.0,41632.0,106,15190000.0
534,7.8,87.0,317223.0,130,183880000.0
535,8.5,76.0,,106,23340000.0
536,7.8,80.0,160015.0,121,17270000.0
537,7.3,63.0,279646.0,141,146280000.0
538,7.2,65.0,269619.0,130,106600000.0
539,6.5,59.0,139517.0,113,84050000.0
540,7.4,66.0,386718.0,111,103050000.0
541,8.6,65.0,,127,100130000.0
542,6.9,59.0,418296.0,101,119940000.0
543,6.2,56.0,118049.0,115,101300000.0
544,8.1,,195120.0,98,310000.0
545,7.7,63.0,427486.0,129,48320000.0
546,6.4,52.0,242640.0,106,37770000.0
547,7.8,82.0,71377.0,159,4040000.0
548,7.4,86.0,199490.0,162,78650000.0
549,6.9,46.0,401214.0,120,173590000.0
550,6.2,62.0,262454.0,109,47750000.0
551,6.3,49.0,59159.0,123,22010000.0
552,7.6,,31204.0,271,10770000.0
553,6.5,68.0,212423.0,113,241720000.0
554,8.2,68.0,,127,402450000.0
555,7.1,56.0,64182.0,128,36730000.0
556,6.3,51.0,154766.0,105,127120000.0
557,7.3,77.0,286023.0,139,153950000.0
558,7.2,54.0,124028.0,91,27470000.0
559,7.5,89.0,94836.0,121,40160000.0
560,7.7,73.0,101719.0,202,48170000.0
561,7.5,45.0,182080.0,133,66640000.0
562,8.0,57.0,327228.0,156,63900000.0
563,6.5,52.0,204232.0,119,125330000.0
564,7.8,86.0,83943.0,134,22950000.0
565,6.9,83.0,133697.0,91,66599999.99999999
566,7.0,31.0,246530.0,92,38620000.0
567,4.8,17.0,30322.0,92,8560000.0
568,8.8,82.0,,142,330250000.0
569,7.2,,11871.0,60,
570,7.2,74.0,250971.0,119,50280000.0
571,6.6,64.0,137387.0,127,67820000.0
572,6.5,44.0,163122.0,130,50020000.0
573,6.5,59.0,442497.0,129,229090000.0
574,6.7,60.0,243939.0,120,46350000.0
575,7.8,55.0,101863.0,101,32420000.0
576,6.1,,42925.0,106,45610000.0
577,7.5,60.0,400364.0,144,60980000.0
578,7.2,72.0,82595.0,135,45860000.0
579,7.5,53.0,180913.0,149,108770000.0
580,8.9,95.0,,154,107930000.0
581,6.4,39.0,147085.0,129,121950000.0
582,6.4,53.0,66084.0,100,2040000.0
583,7.9,82.0,374050.0,76,75080000.0
584,7.7,70.0,231881.0,92,3150000.0
585,7.7,62.0,286172.0,138,141340000.0
586,8.1,83.0,,93,16500000.0
587,6.2,46.0,74580.0,105,7560000.0
588,6.9,37.0,323873.0,86,72220000.0
589,6.3,45.0,55934.0,82,52130000.0
590,7.6,82.0,198504.0,103,7990000.0
591,8.3,68.0,,178,75600000.0
592,5.3,40.0,29883.0,95,38190000.0
593,7.0,74.0,171039.0,91,100140000.0
594,8.0,86.0,464026.0,90,217350000.0
595,7.1,68.0,326317.0,126,162830000.0
596,6.7,34.0,192476.0,115,58060000.0
597,7.0,59.0,,145,306170000.0
598,7.6,53.0,152619.0,134,3800000.0
599,7.3,45.0,104710.0,134,4160000.0
600,7.0,51.0,256317.0,94,53880000.0
601,6.6,56.0,130606.0,104,58420000.0
602,6.9,52.0,318138.0,115,101120000.0
603,5.6,,124611.0,96,34690000.0
604,7.1,55.0,155359.0,136,37960000.0
605,7.1,65.0,62347.0,126,51430000.0
606,7.3,41.0,410329.0,107,127180000.0
607,7.3,72.0,,98,250690000.0
608,7.7,77.0,331075.0,127,41910000.0
609,6.2,54.0,24309.0,90,46580000.0
610,6.8,61.0,109078.0,94,48920000.0
611,4.1,34.0,75109.0,102,33420000.0
612,6.8,64.0,120038.0,117,83290000.0
613,7.4,58.0,357047.0,136,134070000.0
614,7.5,80.0,101468.0,122,39390000.0
615,6.4,55.0,107182.0,101,24880000.0
616,6.1,29.0,78056.0,177,17630000.0
617,7.5,76.0,64227.0,97,27900000.0
618,6.6,35.0,196411.0,96,26670000.0
619,7.7,73.0,253200.0,118,9170000.0
620,5.2,34.0,72115.0,96,54970000.0
621,7.4,62.0,48117.0,132,24360000.0
622,7.8,71.0,183600.0,127,5890000.0
623,8.0,85.0,98573.0,135,24480000.0
624,7.1,54.0,289728.0,125,219200000.0
625,7.1,39.0,375216.0,104,100480000.0
626,7.6,56.0,205840.0,113,40900000.0
627,7.3,52.0,319547.0,129,54810000.0
628,7.2,68.0,65203.0,123,43440000.0
629,6.5,62.0,209425.0,124,172960000.0
630,5.8,52.0,157674.0,101,72590000.0
631,7.1,74.0,88266.0,97,43020000.0
632,7.5,49.0,236948.0,147,49100000.0
633,6.0,43.0,97903.0,108,67130000.0
634,7.9,66.0,231663.0,144,36950000.0
635,7.5,62.0,346043.0,123,105260000.0
636,5.8,60.0,124339.0,101,70450000.0
637,3.6,11.0,57995.0,95,35930000.0
638,5.7,64.0,123384.0,95,128810000.0
639,6.9,58.0,147193.0,154,158350000.0
640,8.0,75.0,,129,57140000.0
641,8.2,85.0,434704.0,130,101160000.0
642,6.8,41.0,284941.0,119,65810000.0
643,5.7,50.0,117231.0,103,136190000.0
644,8.1,78.0,337754.0,101,5540000.0
645,6.9,70.0,332117.0,86,181410000.0
646,7.9,86.0,281205.0,155,26400000.0
647,7.0,71.0,73359.0,108,25810000.0
648,4.8,40.0,36336.0,96,42660000.0
649,6.4,64.0,63872.0,112,18090000.0
650,8.1,86.0,377795.0,86,1110000.0
651,7.4,,18922.0,161,2020000.0
652,6.8,67.0,113563.0,103,81060000.0
653,5.5,52.0,49983.0,100,50020000.0
654,5.0,38.0,86118.0,91,130509999.99999999
655,4.5,37.0,47944.0,115,33110000.0
656,7.7,,39925.0,242,4410000.0
657,7.3,80.0,51769.0,111,22550000.0
658,5.8,31.0,63641.0,113,58620000.0
659,8.1,84.0,186415.0,133,25010000.0
660,6.0,62.0,86744.0,125,48170000.0
661,6.3,56.0,209123.0,135,88250000.0
662,6.7,59.0,202210.0,81,141600000.0
663,5.9,49.0,84983.0,108,60070000.0
664,5.9,20.0,53031.0,93,36430000.0
665,6.7,52.0,59880.0,121,50010000.0
666,8.5,94.0,308379.0,89,
667,7.7,76.0,186820.0,112,75510000.0
668,7.5,71.0,200847.0,102,50690000.0
669,7.7,66.0,257281.0,125,77320000.0
670,6.6,,17034.0,96,16040000.0
671,6.8,67.0,31484.0,127,35420000.0
672,6.8,50.0,32322.0,102,27400000.0
673,7.9,47.0,33882.0,180,4500000.0
674,6.5,46.0,56894.0,99,84920000.0
675,6.2,49.0,146460.0,100,100330000.0
676,7.3,74.0,253895.0,93,99050000.0
677,5.7,49.0,64729.0,94,51270000.0
678,7.1,55.0,197081.0,104,25630000.0
679,8.1,79.0,61099.0,170,170000.0
680,7.0,41.0,128612.0,94,2120000.0
681,7.2,71.0,143516.0,113,12020000.0
682,4.6,,126964.0,102,30880000.0
683,6.4,43.0,232745.0,90,108390000.0
684,7.3,74.0,44288.0,101,31180000.0
685,6.7,,110812.0,98,4300000.0
686,7.6,69.0,88549.0,135,71520000.0
687,6.4,49.0,101547.0,103,51370000.0
688,7.3,69.0,120477.0,128,107530000.0
689,7.7,84.0,115673.0,100,10730000.0
690,7.5,71.0,68809.0,114,22750000.0
691,6.7,65.0,73397.0,119,92120000.0
692,6.9,72.0,107568.0,141,122190000.0
693,7.3,87.0,63362.0,115,50080000.0
694,5.1,23.0,74278.0,128,20300000.0
695,6.8,75.0,40068.0,124,7340000.0
696,6.9,,50984.0,84,41830000.0
697,7.1,57.0,61892.0,98,23200000.0
698,6.6,46.0,80880.0,115,60530000.0
699,7.3,64.0,82516.0,155,44180000.0
700,4.9,37.0,111597.0,89,65890000.0
701,7.2,90.0,67440.0,139,32200000.000000004
702,7.9,76.0,156126.0,83,520000.0
703,7.4,57.0,237441.0,128,82520000.0
704,7.3,46.0,120618.0,102,2420000.0
705,8.1,100.0,109643.0,99,4040000.0
706,6.9,43.0,90713.0,114,24940000.0
707,7.3,86.0,22445.0,110,39490000.0
708,6.7,47.0,54688.0,191,25050000.0
709,7.5,70.0,54734.0,104,11220000.0
710,7.3,86.0,67245.0,99,3050000.0
711,6.0,63.0,18882.0,111,44340000.0
712,6.4,,30735.0,107,19290000.0
713,3.8,29.0,267415.0,125,107330000.0
714,6.5,57.0,212620.0,88,90460000.0
715,6.1,56.0,177535.0,96,60240000.0
716,7.8,50.0,165328.0,130,56510000.0
717,7.3,80.0,23966.0,129,7290000.0
718,6.7,49.0,57914.0,117,2400000.0
719,7.2,66.0,78147.0,145,7920000.0
720,5.6,36.0,75998.0,103,19080000.0
721,7.4,59.0,193743.0,81,11500000.0
722,7.2,71.0,87885.0,96,4510000.0
723,7.5,47.0,61997.0,143,9490000.0
724,7.2,48.0,339153.0,108,25750000.0
725,7.0,60.0,113353.0,98,68860000.0
726,6.1,61.0,104950.0,108,70770000.0
727,7.3,64.0,60449.0,109,3800000.0
728,6.6,19.0,38079.0,89,20000.0
729,6.7,50.0,106906.0,135,75980000.0
730,6.7,44.0,136256.0,104,35740000.0
731,6.3,62.0,208838.0,120,101360000.0
732,5.4,49.0,57835.0,88,21270000.0
733,7.1,46.0,96754.0,97,32700000.000000004
734,6.3,16.0,155883.0,89,25590000.0
735,3.9,24.0,85775.0,121,48610000.0
736,7.2,74.0,113201.0,128,102310000.0
737,5.5,53.0,84124.0,92,105260000.0
738,6.5,53.0,61235.0,89,20110000.0
739,7.5,73.0,47095.0,115,5100000.0
740,6.8,46.0,65803.0,110,38620000.0
741,7.2,75.0,113805.0,91,45950000.0
742,6.9,76.0,56700.0,110,63270000.0
743,6.6,56.0,41352.0,155,25080000.0
744,6.7,78.0,73801.0,79,28930000.0
745,6.3,56.0,44308.0,127,53670000.0
746,5.7,48.0,49278.0,86,16620000.000000002
747,7.2,71.0,99978.0,117,124060000.0
748,6.6,,32501.0,111,30860000.0
749,6.0,45.0,77788.0,117,106610000.0
750,7.1,46.0,145176.0,100,81530000.0
751,7.7,85.0,37269.0,95,3030000.0
752,6.4,,75079.0,81,
753,6.8,57.0,292235.0,131,165090000.0
754,8.2,64.0,,107,293510000.0
755,7.2,65.0,322235.0,146,78620000.0
756,8.0,88.0,,113,1480000.0
757,8.7,73.0,,136,171480000.0
758,5.8,24.0,138070.0,112,73210000.0
759,8.1,71.0,,117,17500000.0
760,8.6,61.0,,189,136800000.0
761,8.6,91.0,,169,216540000.0
762,7.7,79.0,206505.0,81,7270000.0
763,8.3,71.0,,102,3640000.0
764,6.5,51.0,,136,474540000.0
765,7.9,84.0,,90,267670000.00000003
766,6.6,59.0,248113.0,95,206040000.0
767,6.8,58.0,417833.0,106,144530000.0
768,8.5,67.0,,155,187710000.0
769,6.8,66.0,262480.0,97,71540000.0
770,6.7,39.0,278195.0,98,53330000.0
771,5.4,32.0,202593.0,139,136310000.0
772,8.0,78.0,327550.0,188,22460000.0
773,8.1,83.0,252229.0,154,5380000.0
774,7.5,71.0,136009.0,124,40570000.0
775,6.0,61.0,148360.0,84,140040000.0
776,8.4,83.0,,113,25540000.0
777,7.2,68.0,340747.0,124,116090000.0
778,7.6,78.0,198971.0,170,36400000.0
779,5.3,29.0,174453.0,83,71310000.0
780,7.0,73.0,354196.0,108,166240000.0
781,6.7,47.0,128825.0,98,57260000.0
782,7.3,51.0,210246.0,127,28870000.0
783,5.9,54.0,142232.0,105,73650000.0
784,7.3,67.0,258222.0,132,111550000.0
785,6.4,64.0,79272.0,103,70120000.0
786,7.3,70.0,382511.0,97,38180000.0
787,6.9,54.0,22675.0,115,32659999.999999996
788,8.2,90.0,,103,125620000.0
789,7.5,52.0,274384.0,124,52990000.0
790,6.8,63.0,54584.0,108,63840000.0
791,7.3,64.0,,104,157300000.0
792,7.0,49.0,252426.0,109,39240000.0
793,6.2,40.0,189791.0,120,140460000.0
794,7.2,40.0,123692.0,123,33520000.000000004
795,7.6,87.0,197479.0,93,17110000.0
796,6.7,42.0,449509.0,151,201570000.0
797,6.1,59.0,376497.0,123,215410000.0
798,7.5,41.0,300668.0,118,10680000.0
799,6.6,63.0,154007.0,128,66310000.0
800,7.1,69.0,327981.0,119,176480000.0
801,5.6,52.0,195762.0,98,125310000.0
802,6.5,49.0,178288.0,132,56970000.0
803,7.3,65.0,382826.0,105,101070000.0
804,7.1,87.0,233856.0,123,100320000.0
805,7.5,53.0,276883.0,131,51400000.0
806,7.1,48.0,459112.0,124,155250000.0
807,6.4,48.0,344804.0,130,202020000.0
808,7.5,69.0,373394.0,159,55690000.0
809,5.9,42.0,339924.0,92,181170000.0
810,6.7,44.0,196859.0,133,18660000.0
811,7.6,64.0,,102,15070000.0
812,6.8,67.0,16697.0,97,18540000.0
813,6.3,54.0,123665.0,113,87700000.0
814,7.4,75.0,104565.0,126,57550000.0
815,7.3,64.0,201445.0,121,71510000.0
816,7.7,72.0,314902.0,87,120620000.0
817,6.4,49.0,83969.0,106,32130000.000000004
818,7.2,43.0,263692.0,178,44620000.0
819,7.2,74.0,74935.0,102,16840000.0
820,7.7,67.0,317400.0,139,148480000.0
821,6.7,58.0,228704.0,119,115820000.0
822,7.3,62.0,154421.0,140,44480000.0
823,6.5,73.0,163645.0,83,90760000.0
824,4.9,40.0,166985.0,106,113810000.0
825,7.1,82.0,180077.0,114,60650000.0
826,6.1,41.0,177603.0,90,161490000.0
827,7.6,66.0,211543.0,100,14380000.0
828,6.7,45.0,184202.0,118,66519999.99999999
829,7.8,85.0,179706.0,157,28970000.0
830,7.4,70.0,177324.0,102,71580000.0
831,7.9,88.0,,92,245850000.0
832,7.4,79.0,189229.0,113,27290000.0
833,6.9,52.0,125675.0,162,75530000.0
834,7.5,62.0,373284.0,154,39670000.0
835,6.6,49.0,250619.0,116,90570000.0
836,7.1,47.0,297557.0,120,70090000.0
837,6.5,35.0,293753.0,118,101650000.0
838,6.5,59.0,246369.0,96,96520000.0
839,7.0,58.0,432262.0,95,102560000.0
840,6.4,43.0,269464.0,108,145100000.0
841,7.0,84.0,98804.0,123,37560000.0
842,7.9,63.0,116459.0,140,4179999.9999999995
843,7.3,62.0,439585.0,106,95010000.0
844,5.7,34.0,76367.0,114,60880000.0
845,6.9,51.0,106974.0,89,50860000.0
846,7.1,61.0,246958.0,90,500000.0
847,7.9,90.0,292409.0,122,32530000.0
848,8.3,76.0,431352.0,134,2380000.0
849,7.6,66.0,298546.0,127,57390000.0
850,7.6,68.0,286587.0,89,10820000.0
851,7.2,64.0,145462.0,99,101220000.0
852,7.1,88.0,211681.0,84,106830000.0
853,7.2,67.0,194402.0,122,41620000.0
854,6.1,52.0,105108.0,98,68380000.0
855,6.8,51.0,160768.0,104,30090000.0
856,7.3,62.0,228071.0,130,30650000.0
857,6.4,57.0,209559.0,128,126940000.0
858,6.4,47.0,221620.0,127,182810000.0
859,7.0,71.0,25754.0,112,4760000.0
860,6.0,60.0,97292.0,107,55470000.0
861,7.7,85.0,66776.0,99,2890000.0
862,7.7,,73071.0,119,370000.0
863,8.8,67.0,,139,37030000.0
864,7.0,60.0,109956.0,121,83900000.0
865,6.0,50.0,80634.0,99,70330000.0
866,8.2,55.0,,104,30330000.0
867,8.1,65.0,,107,3900000.0
868,6.5,80.0,284055.0,81,140540000.0
869,6.8,42.0,119086.0,125,75790000.0
870,6.1,40.0,135894.0,101,38350000.0
871,6.1,49.0,111929.0,93,37880000.0
872,6.7,60.0,161342.0,103,106890000.0
873,7.8,48.0,231182.0,113,115650000.0
874,5.8,33.0,218506.0,100,131139999.99999999
875,6.3,,105400.0,108,54680000.0
876,7.4,70.0,224302.0,78,89300000.0
877,5.7,50.0,228277.0,120,180010000.0
878,7.8,74.0,,143,233630000.0
879,7.4,73.0,220045.0,131,125600000.0
880,6.2,53.0,65822.0,112,91060000.0
881,7.2,77.0,168499.0,97,4860000.0
882,7.9,94.0,281054.0,120,128080000.00000001
883,6.5,41.0,95523.0,105,116740000.0
884,6.5,55.0,177739.0,93,68540000.0
885,5.8,34.0,116462.0,122,66890000.0
886,5.2,43.0,74752.0,130,69120000.0
887,7.2,56.0,124843.0,129,48820000.0
888,6.8,71.0,133780.0,124,71070000.0
889,7.7,90.0,352552.0,113,22860000.0
890,6.3,47.0,92721.0,104,46680000.0
891,6.4,52.0,162686.0,115,108250000.0
892,7.4,67.0,115392.0,118,45010000.0
893,7.3,53.0,159787.0,121,22910000.0
894,5.9,51.0,103457.0,95,63370000.0
895,6.5,73.0,85936.0,130,90460000.0
896,7.0,61.0,293304.0,98,141150000.0
897,6.9,52.0,133406.0,95,84050000.0
898,6.3,43.0,229316.0,109,106810000.0
899,7.5,86.0,103063.0,118,11530000.0
900,6.8,56.0,204399.0,97,38770000.0
901,6.2,44.0,350869.0,183,198540000.0
902,5.5,30.0,145439.0,83,46730000.0
903,7.7,73.0,214480.0,81,52040000.0
904,6.1,48.0,37984.0,94,580000.0
905,6.5,38.0,66195.0,103,6940000.0
906,7.6,86.0,219277.0,147,124120000.0
907,7.2,63.0,292598.0,165,113330000.0
908,8.1,85.0,225933.0,86,23160000.0
909,7.3,83.0,104168.0,103,14880000.0
910,7.0,63.0,56325.0,120,16940000.0
911,7.6,74.0,391872.0,101,96520000.0
912,7.4,76.0,237194.0,139,81300000.0
913,7.7,44.0,249932.0,108,30000.0
914,7.2,78.0,313419.0,95,162800000.0
915,6.3,46.0,88522.0,93,68520000.0
916,8.3,84.0,,122,130100000.0
917,6.7,27.0,94420.0,119,25290000.0
918,8.0,,50358.0,137,
919,8.6,58.0,,116,57600000.0
920,8.1,,75621.0,183,300000.0
921,8.1,84.0,120404.0,224,910000.0
922,8.0,73.0,56255.0,127,350000.0
923,8.0,58.0,68922.0,169,260000.0
924,8.1,87.0,166062.0,98,2730000.0
925,6.8,62.0,197123.0,136,94100000.0
926,6.3,48.0,285369.0,88,157020000.0
927,6.1,43.0,113407.0,123,66810000.0
928,6.8,72.0,99957.0,113,69300000.0
929,7.3,80.0,246071.0,88,171090000.0
930,6.5,32.0,195865.0,99,69770000.0
931,7.7,69.0,329780.0,107,45510000.0
932,6.8,26.0,121914.0,115,135030000.0
933,6.5,59.0,177448.0,130,182620000.0
934,7.5,81.0,193861.0,114,
935,7.8,85.0,164292.0,103,
936,6.6,42.0,131701.0,102,32700000.000000004
937,7.2,72.0,24163.0,124,27440000.0
938,7.7,74.0,142228.0,110,22000000.0
939,6.6,43.0,252961.0,119,39790000.0
940,8.1,,72112.0,128,
941,7.1,66.0,81488.0,121,65709999.99999999
942,6.7,54.0,127450.0,114,78690000.0
943,6.9,64.0,51281.0,136,21550000.0
944,6.9,42.0,124337.0,132,58220000.0
945,7.5,60.0,101270.0,69,50000.0
946,6.9,,50089.0,120,
947,7.8,71.0,97590.0,108,32479999.999999996
948,7.0,48.0,112616.0,100,18490000.0
949,7.2,74.0,66481.0,107,19390000.0
950,6.8,58.0,74317.0,125,91140000.0
951,6.4,42.0,95592.0,104,74080000.0
952,7.2,,25205.0,95,
953,6.8,46.0,66195.0,137,1400000.0
954,7.3,72.0,186099.0,84,3220000.0
955,6.0,33.0,59628.0,116,16250000.0
956,7.0,56.0,200968.0,132,56570000.0
957,6.6,62.0,87190.0,116,77090000.0
958,6.6,51.0,130033.0,108,29750000.0
959,6.1,66.0,70488.0,121,29760000.0
960,5.8,68.0,35373.0,97,18320000.0
961,7.4,58.0,137177.0,118,34580000.0
962,5.7,30.0,79720.0,88,65540000.00000001
963,6.7,65.0,43421.0,169,75380000.0
964,7.0,44.0,114115.0,113,55490000.0
965,3.8,12.0,45358.0,89,23320000.0
966,7.0,,92057.0,124,25190000.0
967,6.4,54.0,69540.0,158,14280000.0
968,7.3,79.0,68579.0,89,6950000.0
969,6.6,77.0,134894.0,110,56940000.0
970,6.6,39.0,171845.0,127,130440000.0
971,6.9,60.0,161792.0,97,80250000.0
972,5.4,38.0,57333.0,109,10670000.0
973,6.7,62.0,74570.0,112,12010000.0
974,5.6,56.0,163437.0,116,89140000.0
975,5.9,33.0,34489.0,93,16570000.0
976,5.6,71.0,126869.0,88,112720000.0
977,6.5,52.0,122748.0,112,56620000.0
978,2.5,9.0,82944.0,117,21470000.0
979,5.7,27.0,120619.0,100,60790000.0
980,6.7,28.0,40581.0,97,10560000.0
981,5.3,33.0,86294.0,103,60400000.0
982,6.4,40.0,108798.0,107,61330000.0
983,6.6,21.0,142298.0,123,36660000.0
984,6.6,51.0,135334.0,130,155460000.0
985,5.9,51.0,83137.0,102,74330000.0
986,4.7,21.0,78500.0,100,40000000.0
987,6.3,57.0,38623.0,95,13600000.0
988,6.4,56.0,66936.0,82,137750000.0
989,6.4,42.0,233267.0,93,163480000.0
990,6.3,46.0,290728.0,104,260040000.00000003
991,6.7,50.0,71303.0,112,26490000.0
992,5.0,42.0,80326.0,113,91410000.0
993,5.3,38.0,112208.0,90,39460000.0
994,6.7,47.0,59315.0,126,30700000.0
995,6.0,43.0,30061.0,114,60050000.0
996,6.8,55.0,56782.0,111,26330000.0
997,6.2,40.0,40252.0,126,52880000.0
998,6.5,50.0,48880.0,106,52890000.0
999,7.6,,24566.0,96,
1000,7.2,47.0,248470.0,127,370780000.0
1001,7.0,71.0,99672.0,117,67410000.0
1002,7.1,73.0,37564.0,94,2220000.0
1003,6.9,38.0,43870.0,109,52330000.0
1004,7.0,54.0,242817.0,88,75590000.0
1005,6.7,47.0,238826.0,109,14590000.0
1006,6.9,45.0,284896.0,136,100610000.0
1007,8.1,79.0,,92,289920000.0
1008,7.7,91.0,486569.0,102,44590000.0
1009,7.7,74.0,,116,183420000.0
1010,8.3,89.0,,108,34400000.0
1011,7.8,55.0,469183.0,154,111110000.0
1012,7.4,73.0,,121,403710000.0
1013,7.6,55.0,,135,59700000.0
